Commodity,Date,Unit,Minimum,Maximum,Average
Bamboo Shoot,2020-08-05,Kg,110.0,120.0,115.0
Tofu,2020-08-05,Kg,100.0,110.0,105.0
Gundruk,2020-08-05,Kg,290.0,300.0,295.0
Apple(Jholey),2020-08-05,Kg,150.0,160.0,155.0
Apple(Fuji),2020-08-05,KG,290.0,300.0,295.0
Banana,2020-08-05,Doz,90.0,100.0,95.0
Lime,2020-08-05,Kg,140.0,150.0,145.0
Pomegranate,2020-08-05,Kg,160.0,170.0,165.0
Mango(Maldah),2020-08-05,Kg,110.0,120.0,115.0
Water Melon(Green),2020-08-05,Kg,40.0,45.0,42.5
Pineapple,2020-08-05,1 Pc,100.0,110.0,105.0
Cucumber(Local),2020-08-05,Kg,40.0,50.0,45.0
Cucumber(Hybrid),2020-08-05,KG,15.0,20.0,17.5
Jack Fruit,2020-08-05,Kg,35.0,40.0,37.5
Papaya(Indian),2020-08-05,Kg,80.0,90.0,85.0
Ginger,2020-08-05,Kg,130.0,140.0,135.0
Chilli Dry,2020-08-05,Kg,290.0,300.0,295.0
Chilli Green,2020-08-05,Kg,80.0,90.0,85.0
Chilli Green(Bullet),2020-08-05,KG,80.0,90.0,85.0
Chilli Green(Machhe),2020-08-05,KG,80.0,90.0,85.0
Chilli Green(Akbare),2020-08-05,KG,250.0,260.0,255.0
Capsicum,2020-08-05,Kg,120.0,130.0,125.0
Garlic Green,2020-08-05,Kg,120.0,130.0,125.0
Coriander Green,2020-08-05,Kg,290.0,300.0,295.0
Garlic Dry Chinese,2020-08-05,Kg,170.0,180.0,175.0
Garlic Dry Nepali,2020-08-05,Kg,150.0,160.0,155.0
Fish Fresh(Rahu),2020-08-05,KG,325.0,330.0,327.5
Fish Fresh(Bachuwa),2020-08-05,KG,225.0,230.0,227.5
Fish Fresh(Chhadi),2020-08-05,KG,215.0,220.0,217.5
Fish Fresh(Mungari),2020-08-05,KG,225.0,230.0,227.5
Tomato Big(Indian),2020-08-06,Kg,75.0,80.0,77.5
Tomato Small(Local),2020-08-06,Kg,40.0,45.0,42.5
Tomato Small(Tunnel),2020-08-06,Kg,50.0,55.0,52.5
Tomato Small(Indian),2020-08-06,KG,50.0,55.0,52.5
Potato Red,2020-08-06,Kg,66.0,68.0,67.0
Potato Red(Indian),2020-08-06,KG,51.0,53.0,52.0
Potato Red(Mude),2020-08-06,Kg,53.0,55.0,54.0
Onion Dry (Indian),2020-08-06,Kg,30.0,32.0,31.0
Carrot(Local),2020-08-06,Kg,55.0,60.0,57.5
Cabbage(Local),2020-08-06,Kg,30.0,35.0,32.5
Cauli Local,2020-08-06,Kg,100.0,110.0,105.0
Raddish White(Local),2020-08-06,Kg,50.0,60.0,55.0
Raddish White(Hybrid),2020-08-06,Kg,50.0,60.0,55.0
Brinjal Long,2020-08-06,Kg,50.0,60.0,55.0
Cow pea(Long),2020-08-06,Kg,75.0,80.0,77.5
French Bean(Local),2020-08-06,Kg,100.0,110.0,105.0
French Bean(Hybrid),2020-08-06,Kg,110.0,120.0,115.0
Soyabean Green,2020-08-06,Kg,60.0,70.0,65.0
Bitter Gourd,2020-08-06,Kg,40.0,45.0,42.5
Bottle Gourd,2020-08-06,Kg,45.0,50.0,47.5
Pointed Gourd(Local),2020-08-06,Kg,55.0,60.0,57.5
Snake Gourd,2020-08-06,Kg,45.0,50.0,47.5
Smooth Gourd,2020-08-06,Kg,30.0,35.0,32.5
Sponge Gourd,2020-08-06,Kg,40.0,45.0,42.5
Pumpkin,2020-08-06,Kg,40.0,45.0,42.5
Squash(Round),2020-08-06,Kg,50.0,60.0,55.0
Okara,2020-08-06,Kg,50.0,60.0,55.0
Christophine,2020-08-06,Kg,50.0,60.0,55.0
Brd Leaf Mustard,2020-08-06,Kg,80.0,90.0,85.0
Spinach Leaf,2020-08-06,Kg,80.0,90.0,85.0
Cress Leaf,2020-08-06,Kg,80.0,90.0,85.0
Onion Green,2020-08-06,Kg,140.0,150.0,145.0
Mushroom(Kanya),2020-08-06,Kg,190.0,200.0,195.0
Mushroom(Button),2020-08-06,KG,440.0,450.0,445.0
Asparagus,2020-08-06,Kg,490.0,500.0,495.0
Neuro,2020-08-06,Kg,100.0,110.0,105.0
Lettuce,2020-08-06,Kg,80.0,90.0,85.0
Mint,2020-08-06,Kg,90.0,100.0,95.0
Turnip A,2020-08-06,Kg,80.0,90.0,85.0
Tamarind,2020-08-06,Kg,130.0,140.0,135.0
Bamboo Shoot,2020-08-06,Kg,110.0,120.0,115.0
Tofu,2020-08-06,Kg,110.0,120.0,115.0
Gundruk,2020-08-06,Kg,290.0,300.0,295.0
Apple(Jholey),2020-08-06,Kg,150.0,160.0,155.0
Apple(Fuji),2020-08-06,KG,290.0,300.0,295.0
Banana,2020-08-06,Doz,80.0,90.0,85.0
Lime,2020-08-06,Kg,140.0,150.0,145.0
Pomegranate,2020-08-06,Kg,170.0,180.0,175.0
Mango(Maldah),2020-08-06,Kg,120.0,130.0,125.0
Water Melon(Green),2020-08-06,Kg,40.0,45.0,42.5
Pineapple,2020-08-06,1 Pc,100.0,110.0,105.0
Cucumber(Local),2020-08-06,Kg,35.0,45.0,40.0
Cucumber(Hybrid),2020-08-06,KG,15.0,20.0,17.5
Jack Fruit,2020-08-06,Kg,35.0,40.0,37.5
Pear(Local),2020-08-06,Kg,30.0,40.0,35.0
Papaya(Indian),2020-08-06,Kg,90.0,100.0,95.0
Ginger,2020-08-06,Kg,130.0,140.0,135.0
Chilli Dry,2020-08-06,Kg,290.0,300.0,295.0
Chilli Green,2020-08-06,Kg,75.0,80.0,77.5
Chilli Green(Bullet),2020-08-06,KG,75.0,80.0,77.5
Chilli Green(Machhe),2020-08-06,KG,70.0,80.0,75.0
Chilli Green(Akbare),2020-08-06,KG,250.0,260.0,255.0
Capsicum,2020-08-06,Kg,120.0,130.0,125.0
Garlic Green,2020-08-06,Kg,120.0,130.0,125.0
Coriander Green,2020-08-06,Kg,250.0,260.0,255.0
Garlic Dry Chinese,2020-08-06,Kg,170.0,180.0,175.0
Garlic Dry Nepali,2020-08-06,Kg,140.0,150.0,145.0
Fish Fresh(Rahu),2020-08-06,KG,325.0,330.0,327.5
Fish Fresh(Bachuwa),2020-08-06,KG,225.0,230.0,227.5
Fish Fresh(Chhadi),2020-08-06,KG,215.0,220.0,217.5
Fish Fresh(Mungari),2020-08-06,KG,225.0,230.0,227.5
Tomato Big(Nepali),2020-08-07,Kg,75.0,80.0,77.5
Tomato Small(Local),2020-08-07,Kg,35.0,40.0,37.5
Tomato Small(Tunnel),2020-08-07,Kg,45.0,50.0,47.5
Potato Red,2020-08-07,Kg,66.0,68.0,67.0
Potato Red(Indian),2020-08-07,KG,51.0,53.0,52.0
Potato Red(Mude),2020-08-07,Kg,53.0,55.0,54.0
Onion Dry (Indian),2020-08-07,Kg,30.0,32.0,31.0
Carrot(Local),2020-08-07,Kg,50.0,60.0,55.0
Cabbage(Local),2020-08-07,Kg,30.0,35.0,32.5
Cauli Local,2020-08-07,Kg,110.0,120.0,115.0
Raddish White(Local),2020-08-07,Kg,45.0,50.0,47.5
Raddish White(Hybrid),2020-08-07,Kg,50.0,60.0,55.0
Brinjal Long,2020-08-07,Kg,50.0,60.0,55.0
Cow pea(Long),2020-08-07,Kg,75.0,80.0,77.5
French Bean(Local),2020-08-07,Kg,80.0,90.0,85.0
French Bean(Hybrid),2020-08-07,Kg,80.0,90.0,85.0
Soyabean Green,2020-08-07,Kg,60.0,70.0,65.0
Bitter Gourd,2020-08-07,Kg,45.0,50.0,47.5
Bottle Gourd,2020-08-07,Kg,40.0,45.0,42.5
Pointed Gourd(Local),2020-08-07,Kg,80.0,90.0,85.0
Snake Gourd,2020-08-07,Kg,50.0,60.0,55.0
Smooth Gourd,2020-08-07,Kg,30.0,35.0,32.5
Sponge Gourd,2020-08-07,Kg,45.0,50.0,47.5
Pumpkin,2020-08-07,Kg,40.0,45.0,42.5
Squash(Round),2020-08-07,Kg,55.0,60.0,57.5
Okara,2020-08-07,Kg,50.0,60.0,55.0
Christophine,2020-08-07,Kg,60.0,65.0,62.5
Brd Leaf Mustard,2020-08-07,Kg,80.0,90.0,85.0
Spinach Leaf,2020-08-07,Kg,80.0,90.0,85.0
Cress Leaf,2020-08-07,Kg,80.0,90.0,85.0
Onion Green,2020-08-07,Kg,140.0,150.0,145.0
Asparagus,2020-08-07,Kg,300.0,350.0,325.0
Neuro,2020-08-07,Kg,100.0,110.0,105.0
Sugarbeet,2020-08-07,Kg,50.0,60.0,55.0
Lettuce,2020-08-07,Kg,80.0,90.0,85.0
Mint,2020-08-07,Kg,100.0,120.0,110.0
Turnip A,2020-08-07,Kg,80.0,90.0,85.0
Tamarind,2020-08-07,Kg,130.0,140.0,135.0
Bamboo Shoot,2020-08-07,Kg,110.0,120.0,115.0
Tofu,2020-08-07,Kg,100.0,120.0,110.0
Gundruk,2020-08-07,Kg,290.0,300.0,295.0
Apple(Jholey),2020-08-07,Kg,140.0,150.0,145.0
Apple(Fuji),2020-08-07,KG,290.0,300.0,295.0
Banana,2020-08-07,Doz,80.0,90.0,85.0
Lime,2020-08-07,Kg,170.0,180.0,175.0
Pomegranate,2020-08-07,Kg,150.0,160.0,155.0
Mango(Maldah),2020-08-07,Kg,120.0,130.0,125.0
Water Melon(Green),2020-08-07,Kg,40.0,45.0,42.5
Pineapple,2020-08-07,1 Pc,100.0,110.0,105.0
Pear(Local),2020-08-07,Kg,30.0,40.0,35.0
Papaya(Indian),2020-08-07,Kg,90.0,100.0,95.0
Ginger,2020-08-07,Kg,130.0,140.0,135.0
Chilli Dry,2020-08-07,Kg,290.0,300.0,295.0
Chilli Green,2020-08-07,Kg,50.0,60.0,55.0
Chilli Green(Bullet),2020-08-07,KG,50.0,60.0,55.0
Chilli Green(Machhe),2020-08-07,KG,80.0,90.0,85.0
Chilli Green(Akbare),2020-08-07,KG,260.0,280.0,270.0
Capsicum,2020-08-07,Kg,110.0,120.0,115.0
Garlic Green,2020-08-07,Kg,120.0,130.0,125.0
Coriander Green,2020-08-07,Kg,250.0,280.0,265.0
Garlic Dry Chinese,2020-08-07,Kg,160.0,170.0,165.0
Garlic Dry Nepali,2020-08-07,Kg,140.0,150.0,145.0
Fish Fresh(Rahu),2020-08-07,KG,325.0,330.0,327.5
Fish Fresh(Bachuwa),2020-08-07,KG,225.0,230.0,227.5
Fish Fresh(Chhadi),2020-08-07,KG,215.0,220.0,217.5
Fish Fresh(Mungari),2020-08-07,KG,225.0,230.0,227.5
Tomato Big(Nepali),2020-08-08,Kg,75.0,80.0,77.5
Tomato Small(Local),2020-08-08,Kg,35.0,40.0,37.5
Tomato Small(Tunnel),2020-08-08,Kg,45.0,50.0,47.5
Potato Red,2020-08-08,Kg,66.0,68.0,67.0
Potato Red(Indian),2020-08-08,KG,51.0,53.0,52.0
Potato Red(Mude),2020-08-08,Kg,53.0,55.0,54.0
Onion Dry (Indian),2020-08-08,Kg,30.0,32.0,31.0
Carrot(Local),2020-08-08,Kg,60.0,70.0,65.0
Cabbage(Local),2020-08-08,Kg,30.0,35.0,32.5
Cauli Local,2020-08-08,Kg,110.0,120.0,115.0
Raddish White(Local),2020-08-08,Kg,50.0,60.0,55.0
Raddish White(Hybrid),2020-08-08,Kg,50.0,60.0,55.0
Brinjal Long,2020-08-08,Kg,50.0,60.0,55.0
Cow pea(Long),2020-08-08,Kg,70.0,80.0,75.0
French Bean(Local),2020-08-08,Kg,100.0,120.0,110.0
French Bean(Hybrid),2020-08-08,Kg,110.0,120.0,115.0
Soyabean Green,2020-08-08,Kg,60.0,70.0,65.0
Bitter Gourd,2020-08-08,Kg,40.0,50.0,45.0
Bottle Gourd,2020-08-08,Kg,40.0,50.0,45.0
Pointed Gourd(Local),2020-08-08,Kg,75.0,80.0,77.5
Snake Gourd,2020-08-08,Kg,40.0,50.0,45.0
Smooth Gourd,2020-08-08,Kg,25.0,30.0,27.5
Sponge Gourd,2020-08-08,Kg,50.0,60.0,55.0
Pumpkin,2020-08-08,Kg,40.0,45.0,42.5
Squash(Round),2020-08-08,Kg,50.0,60.0,55.0
Okara,2020-08-08,Kg,50.0,60.0,55.0
Christophine,2020-08-08,Kg,50.0,60.0,55.0
Brd Leaf Mustard,2020-08-08,Kg,80.0,90.0,85.0
Spinach Leaf,2020-08-08,Kg,80.0,90.0,85.0
Cress Leaf,2020-08-08,Kg,80.0,90.0,85.0
Onion Green,2020-08-08,Kg,140.0,150.0,145.0
Asparagus,2020-08-08,Kg,290.0,300.0,295.0
Neuro,2020-08-08,Kg,100.0,110.0,105.0
Lettuce,2020-08-08,Kg,80.0,90.0,85.0
Mint,2020-08-08,Kg,110.0,120.0,115.0
Turnip A,2020-08-08,Kg,80.0,90.0,85.0
Tamarind,2020-08-08,Kg,130.0,140.0,135.0
Bamboo Shoot,2020-08-08,Kg,100.0,110.0,105.0
Tofu,2020-08-08,Kg,110.0,120.0,115.0
Gundruk,2020-08-08,Kg,290.0,300.0,295.0
Apple(Jholey),2020-08-08,Kg,140.0,150.0,145.0
Apple(Fuji),2020-08-08,KG,290.0,300.0,295.0
Banana,2020-08-08,Doz,80.0,90.0,85.0
Lime,2020-08-08,Kg,140.0,150.0,145.0
Pomegranate,2020-08-08,Kg,160.0,170.0,165.0
Mango(Maldah),2020-08-08,Kg,120.0,130.0,125.0
Water Melon(Green),2020-08-08,Kg,40.0,45.0,42.5
Pineapple,2020-08-08,1 Pc,100.0,110.0,105.0
Cucumber(Local),2020-08-08,Kg,35.0,45.0,40.0
Cucumber(Hybrid),2020-08-08,KG,15.0,20.0,17.5
Jack Fruit,2020-08-08,Kg,35.0,40.0,37.5
Pear(Local),2020-08-08,Kg,35.0,40.0,37.5
Papaya(Indian),2020-08-08,Kg,90.0,100.0,95.0
Ginger,2020-08-08,Kg,130.0,140.0,135.0
Chilli Dry,2020-08-08,Kg,290.0,300.0,295.0
Chilli Green,2020-08-08,Kg,50.0,60.0,55.0
Chilli Green(Bullet),2020-08-08,KG,50.0,60.0,55.0
Chilli Green(Machhe),2020-08-08,KG,70.0,80.0,75.0
Chilli Green(Akbare),2020-08-08,KG,260.0,270.0,265.0
Capsicum,2020-08-08,Kg,120.0,130.0,125.0
Garlic Green,2020-08-08,Kg,90.0,100.0,95.0
Coriander Green,2020-08-08,Kg,250.0,270.0,260.0
Garlic Dry Chinese,2020-08-08,Kg,170.0,180.0,175.0
Garlic Dry Nepali,2020-08-08,Kg,140.0,150.0,145.0
Fish Fresh(Rahu),2020-08-08,KG,325.0,330.0,327.5
Fish Fresh(Bachuwa),2020-08-08,KG,225.0,230.0,227.5
Fish Fresh(Chhadi),2020-08-08,KG,215.0,220.0,217.5
Fish Fresh(Mungari),2020-08-08,KG,225.0,230.0,227.5
Tomato Big(Nepali),2020-08-09,Kg,70.0,80.0,75.0
Tomato Small(Local),2020-08-09,Kg,34.0,40.0,37.0
Tomato Small(Tunnel),2020-08-09,Kg,43.0,50.0,46.5
Potato Red,2020-08-09,Kg,66.0,68.0,67.0
Potato Red(Indian),2020-08-09,KG,50.0,52.0,51.0
Potato Red(Mude),2020-08-09,Kg,54.0,56.0,55.0
Onion Dry (Indian),2020-08-09,Kg,30.0,32.0,31.0
Carrot(Local),2020-08-09,Kg,50.0,60.0,55.0
Cabbage(Local),2020-08-09,Kg,30.0,35.0,32.5
Cauli Local,2020-08-09,Kg,100.0,120.0,110.0
Raddish White(Local),2020-08-09,Kg,45.0,50.0,47.5
Raddish White(Hybrid),2020-08-09,Kg,45.0,50.0,47.5
Brinjal Long,2020-08-09,Kg,50.0,60.0,55.0
Cow pea(Long),2020-08-09,Kg,70.0,80.0,75.0
French Bean(Local),2020-08-09,Kg,100.0,120.0,110.0
French Bean(Hybrid),2020-08-09,Kg,100.0,120.0,110.0
Soyabean Green,2020-08-09,Kg,65.0,70.0,67.5
Bitter Gourd,2020-08-09,Kg,40.0,50.0,45.0
Bottle Gourd,2020-08-09,Kg,40.0,50.0,45.0
Pointed Gourd(Local),2020-08-09,Kg,75.0,80.0,77.5
Snake Gourd,2020-08-09,Kg,40.0,50.0,45.0
Smooth Gourd,2020-08-09,Kg,20.0,30.0,25.0
Sponge Gourd,2020-08-09,Kg,35.0,40.0,37.5
Pumpkin,2020-08-09,Kg,40.0,45.0,42.5
Squash(Round),2020-08-09,Kg,50.0,60.0,55.0
Okara,2020-08-09,Kg,50.0,60.0,55.0
Christophine,2020-08-09,Kg,60.0,65.0,62.5
Brd Leaf Mustard,2020-08-09,Kg,80.0,90.0,85.0
Spinach Leaf,2020-08-09,Kg,80.0,90.0,85.0
Cress Leaf,2020-08-09,Kg,80.0,90.0,85.0
Onion Green,2020-08-09,Kg,140.0,150.0,145.0
Mushroom(Kanya),2020-08-09,Kg,190.0,200.0,195.0
Mushroom(Button),2020-08-09,KG,440.0,450.0,445.0
Asparagus,2020-08-09,Kg,340.0,350.0,345.0
Neuro,2020-08-09,Kg,100.0,110.0,105.0
Lettuce,2020-08-09,Kg,80.0,90.0,85.0
Mint,2020-08-09,Kg,110.0,120.0,115.0
Turnip A,2020-08-09,Kg,80.0,90.0,85.0
Tamarind,2020-08-09,Kg,130.0,140.0,135.0
Bamboo Shoot,2020-08-09,Kg,100.0,110.0,105.0
Tofu,2020-08-09,Kg,110.0,120.0,115.0
Gundruk,2020-08-09,Kg,290.0,300.0,295.0
Apple(Jholey),2020-08-09,Kg,140.0,150.0,145.0
Apple(Fuji),2020-08-09,KG,290.0,300.0,295.0
Banana,2020-08-09,Doz,80.0,90.0,85.0
Lime,2020-08-09,Kg,140.0,150.0,145.0
Pomegranate,2020-08-09,Kg,150.0,160.0,155.0
Mango(Maldah),2020-08-09,Kg,120.0,130.0,125.0
Water Melon(Green),2020-08-09,Kg,40.0,45.0,42.5
Pineapple,2020-08-09,1 Pc,100.0,110.0,105.0
Cucumber(Local),2020-08-09,Kg,35.0,45.0,40.0
Cucumber(Hybrid),2020-08-09,KG,15.0,20.0,17.5
Jack Fruit,2020-08-09,Kg,35.0,40.0,37.5
Pear(Local),2020-08-09,Kg,35.0,40.0,37.5
Papaya(Indian),2020-08-09,Kg,90.0,100.0,95.0
Ginger,2020-08-09,Kg,130.0,140.0,135.0
Chilli Dry,2020-08-09,Kg,290.0,300.0,295.0
Chilli Green,2020-08-09,Kg,40.0,50.0,45.0
Chilli Green(Bullet),2020-08-09,KG,40.0,50.0,45.0
Chilli Green(Machhe),2020-08-09,KG,70.0,80.0,75.0
Chilli Green(Akbare),2020-08-09,KG,250.0,260.0,255.0
Capsicum,2020-08-09,Kg,120.0,130.0,125.0
Garlic Green,2020-08-09,Kg,180.0,190.0,185.0
Coriander Green,2020-08-09,Kg,140.0,150.0,145.0
Garlic Dry Chinese,2020-08-09,Kg,170.0,180.0,175.0
Garlic Dry Nepali,2020-08-09,Kg,140.0,150.0,145.0
Fish Fresh(Rahu),2020-08-09,KG,325.0,330.0,327.5
Fish Fresh(Bachuwa),2020-08-09,KG,225.0,230.0,227.5
Fish Fresh(Chhadi),2020-08-09,KG,215.0,220.0,217.5
Fish Fresh(Mungari),2020-08-09,KG,225.0,230.0,227.5
Tomato Big(Nepali),2020-08-10,Kg,75.0,80.0,77.5
Tomato Small(Local),2020-08-10,Kg,30.0,35.0,32.5
Tomato Small(Tunnel),2020-08-10,Kg,38.0,43.0,40.5
Potato Red,2020-08-10,Kg,66.0,68.0,67.0
Potato Red(Indian),2020-08-10,KG,50.0,52.0,51.0
Potato Red(Mude),2020-08-10,Kg,54.0,56.0,55.0
Onion Dry (Indian),2020-08-10,Kg,30.0,32.0,31.0
Carrot(Local),2020-08-10,Kg,55.0,60.0,57.5
Cabbage(Local),2020-08-10,Kg,30.0,35.0,32.5
Cauli Local,2020-08-10,Kg,100.0,120.0,110.0
Raddish White(Local),2020-08-10,Kg,50.0,60.0,55.0
Raddish White(Hybrid),2020-08-10,Kg,50.0,60.0,55.0
Brinjal Long,2020-08-10,Kg,50.0,60.0,55.0
Cow pea(Long),2020-08-10,Kg,65.0,70.0,67.5
Cowpea(Short),2020-08-10,Kg,40.0,50.0,45.0
French Bean(Local),2020-08-10,Kg,100.0,120.0,110.0
French Bean(Hybrid),2020-08-10,Kg,110.0,120.0,115.0
Soyabean Green,2020-08-10,Kg,65.0,70.0,67.5
Bitter Gourd,2020-08-10,Kg,35.0,45.0,40.0
Bottle Gourd,2020-08-10,Kg,40.0,45.0,42.5
Pointed Gourd(Local),2020-08-10,Kg,75.0,80.0,77.5
Snake Gourd,2020-08-10,Kg,40.0,50.0,45.0
Smooth Gourd,2020-08-10,Kg,15.0,20.0,17.5
Sponge Gourd,2020-08-10,Kg,35.0,40.0,37.5
Pumpkin,2020-08-10,Kg,40.0,45.0,42.5
Squash(Round),2020-08-10,Kg,60.0,70.0,65.0
Okara,2020-08-10,Kg,50.0,60.0,55.0
Christophine,2020-08-10,Kg,50.0,60.0,55.0
Brd Leaf Mustard,2020-08-10,Kg,80.0,90.0,85.0
Spinach Leaf,2020-08-10,Kg,80.0,90.0,85.0
Cress Leaf,2020-08-10,Kg,80.0,90.0,85.0
Onion Green,2020-08-10,Kg,140.0,150.0,145.0
Mushroom(Kanya),2020-08-10,Kg,190.0,200.0,195.0
Mushroom(Button),2020-08-10,KG,440.0,450.0,445.0
Asparagus,2020-08-10,Kg,290.0,300.0,295.0
Neuro,2020-08-10,Kg,100.0,110.0,105.0
Mint,2020-08-10,Kg,120.0,130.0,125.0
Turnip A,2020-08-10,Kg,80.0,90.0,85.0
Tamarind,2020-08-10,Kg,130.0,140.0,135.0
Bamboo Shoot,2020-08-10,Kg,100.0,110.0,105.0
Tofu,2020-08-10,Kg,110.0,120.0,115.0
Gundruk,2020-08-10,Kg,290.0,300.0,295.0
Apple(Jholey),2020-08-10,Kg,150.0,160.0,155.0
Apple(Fuji),2020-08-10,KG,290.0,300.0,295.0
Banana,2020-08-10,Doz,90.0,100.0,95.0
Lime,2020-08-10,Kg,140.0,150.0,145.0
Pomegranate,2020-08-10,Kg,150.0,160.0,155.0
Mango(Maldah),2020-08-10,Kg,120.0,130.0,125.0
Water Melon(Green),2020-08-10,Kg,40.0,45.0,42.5
Pineapple,2020-08-10,1 Pc,100.0,110.0,105.0
Cucumber(Local),2020-08-10,Kg,30.0,40.0,35.0
Cucumber(Hybrid),2020-08-10,KG,15.0,20.0,17.5
Jack Fruit,2020-08-10,Kg,35.0,40.0,37.5
Pear(Local),2020-08-10,Kg,30.0,40.0,35.0
Ginger,2020-08-10,Kg,130.0,140.0,135.0
Chilli Dry,2020-08-10,Kg,290.0,300.0,295.0
Chilli Green,2020-08-10,Kg,45.0,50.0,47.5
Chilli Green(Bullet),2020-08-10,KG,45.0,50.0,47.5
Chilli Green(Machhe),2020-08-10,KG,70.0,80.0,75.0
Chilli Green(Akbare),2020-08-10,KG,280.0,290.0,285.0
Capsicum,2020-08-10,Kg,110.0,120.0,115.0
Garlic Green,2020-08-10,Kg,190.0,200.0,195.0
Coriander Green,2020-08-10,Kg,140.0,150.0,145.0
Garlic Dry Chinese,2020-08-10,Kg,170.0,180.0,175.0
Garlic Dry Nepali,2020-08-10,Kg,140.0,150.0,145.0
Fish Fresh(Rahu),2020-08-10,KG,325.0,330.0,327.5
Fish Fresh(Bachuwa),2020-08-10,KG,225.0,230.0,227.5
Fish Fresh(Chhadi),2020-08-10,KG,215.0,220.0,217.5
Fish Fresh(Mungari),2020-08-10,KG,225.0,230.0,227.5
Tomato Small(Local),2020-08-11,Kg,28.0,33.0,30.5
Tomato Small(Tunnel),2020-08-11,Kg,35.0,45.0,40.0
Potato Red,2020-08-11,Kg,66.0,68.0,67.0
Potato Red(Indian),2020-08-11,KG,50.0,52.0,51.0
Potato Red(Mude),2020-08-11,Kg,55.0,57.0,56.0
Onion Dry (Indian),2020-08-11,Kg,30.0,32.0,31.0
Carrot(Local),2020-08-11,Kg,60.0,65.0,62.5
Cabbage(Local),2020-08-11,Kg,30.0,35.0,32.5
Cauli Local,2020-08-11,Kg,100.0,110.0,105.0
Raddish White(Local),2020-08-11,Kg,45.0,50.0,47.5
Raddish White(Hybrid),2020-08-11,Kg,45.0,50.0,47.5
Brinjal Long,2020-08-11,Kg,50.0,60.0,55.0
Cow pea(Long),2020-08-11,Kg,70.0,80.0,75.0
French Bean(Local),2020-08-11,Kg,100.0,120.0,110.0
French Bean(Hybrid),2020-08-11,Kg,100.0,120.0,110.0
Soyabean Green,2020-08-11,Kg,60.0,70.0,65.0
Bitter Gourd,2020-08-11,Kg,30.0,35.0,32.5
Bottle Gourd,2020-08-11,Kg,40.0,45.0,42.5
Pointed Gourd(Local),2020-08-11,Kg,65.0,70.0,67.5
Snake Gourd,2020-08-11,Kg,35.0,40.0,37.5
Smooth Gourd,2020-08-11,Kg,20.0,25.0,22.5
Sponge Gourd,2020-08-11,Kg,35.0,40.0,37.5
Pumpkin,2020-08-11,Kg,40.0,45.0,42.5
Squash(Round),2020-08-11,Kg,60.0,70.0,65.0
Okara,2020-08-11,Kg,50.0,60.0,55.0
Christophine,2020-08-11,Kg,60.0,65.0,62.5
Brd Leaf Mustard,2020-08-11,Kg,70.0,80.0,75.0
Spinach Leaf,2020-08-11,Kg,70.0,80.0,75.0
Cress Leaf,2020-08-11,Kg,70.0,80.0,75.0
Onion Green,2020-08-11,Kg,140.0,150.0,145.0
Mushroom(Kanya),2020-08-11,Kg,190.0,200.0,195.0
Mushroom(Button),2020-08-11,KG,440.0,450.0,445.0
Asparagus,2020-08-11,Kg,490.0,500.0,495.0
Neuro,2020-08-11,Kg,100.0,110.0,105.0
Lettuce,2020-08-11,Kg,100.0,110.0,105.0
Mint,2020-08-11,Kg,120.0,130.0,125.0
Turnip A,2020-08-11,Kg,70.0,80.0,75.0
Tamarind,2020-08-11,Kg,130.0,140.0,135.0
Bamboo Shoot,2020-08-11,Kg,100.0,110.0,105.0
Tofu,2020-08-11,Kg,110.0,120.0,115.0
Gundruk,2020-08-11,Kg,290.0,300.0,295.0
Apple(Jholey),2020-08-11,Kg,150.0,160.0,155.0
Apple(Fuji),2020-08-11,KG,290.0,300.0,295.0
Banana,2020-08-11,Doz,90.0,100.0,95.0
Lime,2020-08-11,Kg,140.0,150.0,145.0
Pomegranate,2020-08-11,Kg,150.0,160.0,155.0
Mango(Maldah),2020-08-11,Kg,140.0,150.0,145.0
Water Melon(Green),2020-08-11,Kg,40.0,45.0,42.5
Pineapple,2020-08-11,1 Pc,100.0,110.0,105.0
Cucumber(Local),2020-08-11,Kg,30.0,40.0,35.0
Cucumber(Hybrid),2020-08-11,KG,10.0,15.0,12.5
Jack Fruit,2020-08-11,Kg,35.0,40.0,37.5
Pear(Local),2020-08-11,Kg,30.0,40.0,35.0
Papaya(Indian),2020-08-11,Kg,90.0,100.0,95.0
Ginger,2020-08-11,Kg,130.0,140.0,135.0
Chilli Dry,2020-08-11,Kg,290.0,300.0,295.0
Chilli Green,2020-08-11,Kg,95.0,100.0,97.5
Chilli Green(Bullet),2020-08-11,KG,95.0,100.0,97.5
Chilli Green(Machhe),2020-08-11,KG,80.0,90.0,85.0
Chilli Green(Akbare),2020-08-11,KG,290.0,300.0,295.0
Capsicum,2020-08-11,Kg,120.0,130.0,125.0
Garlic Green,2020-08-11,Kg,180.0,190.0,185.0
Coriander Green,2020-08-11,Kg,140.0,150.0,145.0
Garlic Dry Chinese,2020-08-11,Kg,170.0,180.0,175.0
Garlic Dry Nepali,2020-08-11,Kg,130.0,140.0,135.0
Fish Fresh(Rahu),2020-08-11,KG,325.0,330.0,327.5
Fish Fresh(Bachuwa),2020-08-11,KG,225.0,230.0,227.5
Fish Fresh(Chhadi),2020-08-11,KG,215.0,220.0,217.5
Fish Fresh(Mungari),2020-08-11,KG,225.0,230.0,227.5
